customer_id,age,job,credit_amount,duration,housing,purpose,risk,is_default
16349,58,unskilled,7856,54,own,vacation,good,0
16350,52,unskilled,14310,27,rent,education,good,0
16351,20,unskilled,2851,31,own,car,good,0
16352,51,skilled,6733,55,free,education,good,0
16353,50,unskilled,9073,57,rent,education,good,0
16354,63,highly skilled,6563,14,free,education,good,0
16355,34,highly skilled,17050,10,free,business,bad,1
16356,62,unemployed,16646,35,rent,business,bad,1
16357,36,skilled,7691,9,free,car,good,0
16358,47,skilled,3551,36,free,car,good,0
16359,40,unemployed,12063,19,own,car,bad,1
16360,32,highly skilled,1361,30,own,furniture,good,0
16361,31,highly skilled,12882,54,own,furniture,good,0
16362,19,unskilled,14534,33,free,business,good,0
16363,56,unemployed,4040,20,free,vacation,good,0
16364,66,highly skilled,6242,53,own,business,bad,1
16365,35,unemployed,8241,8,own,business,good,0
16366,23,unemployed,12207,36,free,vacation,bad,1
16367,49,skilled,3168,18,own,vacation,good,0
16368,38,highly skilled,17779,14,free,vacation,bad,1
16369,57,highly skilled,17203,7,free,furniture,bad,1
16370,45,unskilled,2136,28,free,vacation,good,0
16371,44,highly skilled,12167,53,free,education,bad,1
16372,19,skilled,17575,38,rent,furniture,bad,1
16373,50,highly skilled,19235,33,own,furniture,good,0
16374,33,unskilled,1768,13,free,furniture,good,0
16375,56,highly skilled,15404,41,rent,business,good,0
16376,39,unemployed,17127,7,free,education,good,0
16377,60,skilled,5454,29,own,business,good,0
16378,64,unskilled,19356,27,own,business,good,0
16379,30,unskilled,10827,20,free,business,good,0
16380,19,unemployed,19482,29,rent,business,good,0
16381,31,skilled,17477,10,rent,education,good,0
16382,55,highly skilled,12797,32,free,business,good,0
16383,58,skilled,2530,38,own,car,good,0
16384,45,skilled,3836,58,rent,vacation,good,0
16385,24,skilled,18597,26,free,business,good,0
16386,35,skilled,2494,22,free,education,good,0
16387,58,skilled,17151,40,free,car,bad,1
16388,53,skilled,9077,31,free,business,good,0
16389,58,unemployed,10189,51,own,vacation,good,0
16390,53,unskilled,3588,30,rent,education,good,0
16391,61,unemployed,14753,26,rent,business,bad,1
16392,21,highly skilled,14518,16,rent,furniture,good,0
16393,47,unskilled,16714,29,free,vacation,good,0
16394,41,unskilled,3350,19,free,business,good,0
16395,37,highly skilled,7106,29,rent,vacation,good,0
16396,63,unskilled,4795,14,own,business,good,0
16397,48,highly skilled,4885,7,own,vacation,good,0
16398,41,skilled,19966,11,free,furniture,good,0
16399,24,skilled,16737,30,free,business,good,0
16400,43,unskilled,12662,22,own,business,bad,1
16401,30,unskilled,8400,8,rent,business,good,0
16402,25,skilled,3653,10,rent,vacation,good,0
16403,22,skilled,3433,37,own,business,bad,1
16404,61,highly skilled,17062,53,free,education,bad,1
16405,30,unskilled,12508,34,rent,car,good,0
16406,46,unskilled,9804,41,own,business,good,0
16407,37,unemployed,5215,41,own,car,bad,1
16408,31,skilled,1013,30,rent,furniture,bad,1
16409,49,skilled,4728,33,rent,furniture,bad,1
16410,67,unskilled,8329,40,own,car,good,0
16411,44,unemployed,3476,57,rent,furniture,bad,1
16412,42,highly skilled,6273,18,free,vacation,bad,1
16413,69,highly skilled,8283,20,rent,car,bad,1
16414,21,skilled,5726,54,rent,vacation,good,0
16415,38,unemployed,17052,32,free,car,good,0
16416,35,unemployed,11709,16,free,business,bad,1
16417,56,highly skilled,6570,11,rent,business,bad,1
16418,32,skilled,7152,32,own,furniture,good,0
16419,55,unskilled,19077,47,own,vacation,good,0
16420,65,unemployed,3396,35,rent,car,bad,1
16421,69,unskilled,15954,38,free,car,good,0
16422,41,skilled,2956,43,free,car,good,0
16423,25,highly skilled,15786,24,free,car,bad,1
16424,45,unemployed,11554,58,own,education,bad,1
16425,38,unskilled,3528,50,free,furniture,good,0
16426,33,unemployed,19536,27,free,vacation,good,0
16427,33,unemployed,2614,44,own,vacation,good,0
16428,52,unemployed,18479,18,free,vacation,good,0
16429,34,skilled,2388,9,rent,vacation,good,0
16430,26,unskilled,11975,11,rent,education,good,0
16431,52,unemployed,1438,34,own,business,bad,1
16432,69,unskilled,11160,35,own,education,bad,1
16433,46,skilled,5779,30,rent,education,good,0
16434,56,unemployed,4054,20,free,car,good,0
16435,35,unemployed,2727,17,rent,vacation,good,0
16436,29,unemployed,16424,26,rent,furniture,good,0
16437,36,unskilled,1777,23,free,education,good,0
16438,65,unskilled,17723,30,own,business,bad,1
16439,39,unemployed,7029,43,rent,vacation,good,0
16440,66,unskilled,19174,10,own,furniture,good,0
16441,69,unskilled,2455,17,rent,vacation,good,0
16442,32,unemployed,4733,54,own,education,good,0
16443,18,unemployed,3919,34,free,education,bad,1
16444,19,highly skilled,7236,47,free,furniture,bad,1
16445,25,highly skilled,16625,27,rent,education,good,0
16446,39,unemployed,7874,45,own,education,good,0
16447,42,skilled,12165,36,rent,car,good,0
16448,19,unemployed,4431,53,own,vacation,bad,1
16449,68,unemployed,4338,33,free,car,good,0
16450,26,unemployed,17141,52,free,business,good,0
16451,26,unemployed,5747,28,free,business,bad,1
16452,30,unemployed,15500,58,own,education,bad,1
16453,23,unemployed,6260,58,rent,business,good,0
16454,47,unemployed,7320,51,own,car,good,0
16455,32,unemployed,15196,55,free,furniture,bad,1
16456,68,highly skilled,17885,21,rent,education,bad,1
16457,32,highly skilled,13498,45,own,car,good,0
16458,67,highly skilled,19065,38,free,business,bad,1
16459,24,skilled,17253,44,rent,education,good,0
16460,28,unskilled,17746,9,free,business,good,0
16461,57,skilled,16573,11,own,furniture,bad,1
16462,55,skilled,1833,52,rent,furniture,good,0
16463,57,unemployed,13857,16,rent,car,bad,1
16464,19,highly skilled,919,15,free,vacation,bad,1
16465,68,unemployed,7509,36,rent,vacation,bad,1
16466,65,unemployed,6513,12,own,education,good,0
16467,56,highly skilled,1290,19,free,car,good,0
16468,27,unemployed,7838,59,free,car,good,0
16469,61,unskilled,19664,11,rent,education,good,0
16470,34,unskilled,16564,42,free,education,good,0
16471,24,skilled,6134,57,own,furniture,good,0
16472,57,highly skilled,14865,52,own,education,good,0
16473,56,unskilled,8835,23,own,business,good,0
16474,21,skilled,6369,38,rent,car,good,0
16475,52,unemployed,1329,35,free,education,bad,1
16476,68,skilled,3174,25,rent,education,good,0
16477,64,skilled,3964,33,free,education,bad,1
16478,53,unskilled,19690,48,rent,furniture,good,0
16479,48,skilled,7565,6,rent,business,good,0
16480,42,highly skilled,15197,22,own,furniture,good,0
16481,58,unemployed,3894,31,rent,education,good,0
16482,30,highly skilled,9986,58,own,car,good,0
16483,35,unemployed,9217,23,rent,business,bad,1
16484,38,highly skilled,12030,43,free,car,good,0
16485,65,unemployed,18994,29,rent,furniture,good,0
16486,18,highly skilled,3230,23,free,education,good,0
16487,53,unemployed,12782,44,rent,furniture,good,0
16488,67,unskilled,5751,52,free,business,good,0
16489,25,skilled,9544,20,rent,furniture,good,0
16490,69,skilled,19980,41,free,car,good,0
16491,65,skilled,6471,31,rent,business,good,0
16492,38,skilled,17108,37,free,furniture,good,0
16493,60,unemployed,918,25,rent,education,bad,1
16494,69,highly skilled,908,11,own,education,good,0
16495,38,highly skilled,15013,32,rent,vacation,good,0
16496,44,unskilled,6934,13,free,furniture,bad,1
16497,36,skilled,12236,44,own,education,bad,1
16498,40,skilled,11690,27,own,furniture,good,0
16499,68,unskilled,9745,42,own,furniture,good,0
16500,67,skilled,12385,43,free,education,bad,1
16501,68,unskilled,1553,12,own,business,good,0
16502,60,skilled,5805,14,own,business,good,0
16503,52,highly skilled,18251,39,own,vacation,good,0
16504,57,unskilled,19764,53,own,furniture,good,0
16505,69,highly skilled,9787,39,rent,furniture,good,0
16506,68,skilled,18878,33,own,furniture,good,0
16507,59,highly skilled,14913,14,free,education,good,0
16508,65,highly skilled,18181,35,free,education,bad,1
16509,22,unemployed,1627,43,own,furniture,good,0
16510,69,skilled,19992,46,own,vacation,bad,1
16511,58,unemployed,7967,36,own,vacation,good,0
16512,25,unskilled,15767,13,free,furniture,bad,1
16513,28,unemployed,19522,13,rent,car,good,0
16514,33,skilled,18835,42,rent,business,good,0
16515,56,unemployed,18905,19,free,car,bad,1
16516,64,unemployed,15200,14,rent,furniture,bad,1
16517,41,skilled,2055,48,rent,vacation,good,0
16518,38,highly skilled,3756,39,free,furniture,bad,1
16519,69,unskilled,1899,30,free,business,good,0
16520,40,unemployed,19726,14,free,furniture,bad,1
16521,66,skilled,19205,8,rent,car,good,0
16522,55,unemployed,7301,43,rent,car,good,0
16523,64,unskilled,13454,37,free,business,good,0
16524,25,unskilled,15956,32,own,car,good,0
16525,24,unskilled,1666,56,own,furniture,good,0
16526,19,unemployed,4130,15,rent,vacation,good,0
16527,47,highly skilled,14342,7,free,vacation,bad,1
16528,30,highly skilled,1235,58,rent,education,good,0
16529,40,highly skilled,9760,23,own,furniture,good,0
16530,46,skilled,13914,45,own,education,good,0
16531,55,highly skilled,15087,29,own,vacation,bad,1
16532,54,highly skilled,16428,28,free,furniture,good,0
16533,37,unskilled,14655,46,free,vacation,good,0
16534,50,skilled,12394,58,free,vacation,good,0
16535,46,unskilled,9872,54,own,vacation,bad,1
16536,67,unemployed,4053,7,rent,education,good,0
16537,32,unemployed,1673,46,free,vacation,bad,1
16538,40,unskilled,19259,39,own,car,bad,1
16539,59,skilled,11395,32,rent,business,good,0
16540,20,highly skilled,2031,52,own,car,bad,1
16541,54,highly skilled,12558,40,rent,education,good,0
16542,46,skilled,10735,58,own,car,good,0
16543,62,highly skilled,15458,13,rent,vacation,good,0
16544,25,highly skilled,5718,12,rent,vacation,good,0
16545,39,unskilled,13646,18,rent,car,bad,1
16546,46,unemployed,4116,17,rent,vacation,good,0
16547,19,skilled,3274,56,free,vacation,bad,1
16548,58,skilled,13143,18,rent,car,good,0
16549,66,highly skilled,19977,58,own,education,bad,1
16550,67,highly skilled,18702,22,own,education,good,0
16551,62,unemployed,14695,20,rent,education,good,0
16552,18,skilled,12222,19,own,business,good,0
16553,61,unskilled,4015,24,own,education,good,0
16554,37,unemployed,7112,40,rent,vacation,bad,1
16555,69,unskilled,19259,23,free,education,good,0
16556,38,unemployed,16088,22,rent,business,good,0
16557,54,unskilled,5813,25,rent,vacation,good,0
16558,25,unskilled,1805,30,free,car,good,0
16559,44,unskilled,11106,42,rent,business,bad,1
16560,64,skilled,12967,28,rent,education,good,0
16561,52,highly skilled,17276,28,free,business,good,0
16562,23,skilled,14064,16,free,vacation,bad,1
16563,62,unskilled,11714,51,own,vacation,good,0
16564,61,highly skilled,16108,25,rent,education,good,0
16565,36,unskilled,13946,12,rent,vacation,good,0
16566,35,unemployed,7646,28,rent,education,good,0
16567,18,highly skilled,10028,28,own,education,good,0
16568,42,skilled,618,32,own,car,good,0
16569,44,unskilled,14374,26,free,car,bad,1
16570,24,highly skilled,9571,26,own,car,good,0
16571,61,skilled,9698,37,free,vacation,good,0
16572,59,unemployed,17321,55,own,car,good,0
16573,46,unskilled,17546,33,rent,car,bad,1
16574,48,skilled,6082,42,rent,business,good,0
16575,61,highly skilled,5931,7,rent,business,good,0
16576,60,unemployed,8210,34,own,vacation,good,0
16577,53,unskilled,11063,55,rent,car,good,0
16578,36,skilled,1478,14,own,business,good,0
16579,23,unemployed,9263,40,rent,furniture,good,0
16580,42,unemployed,9112,43,own,furniture,bad,1
16581,48,skilled,19733,44,free,furniture,good,0
16582,26,unskilled,5916,52,rent,car,good,0
16583,37,skilled,2258,9,rent,vacation,good,0
16584,27,unemployed,10143,27,own,vacation,good,0
16585,54,unemployed,13966,28,free,furniture,good,0
16586,44,highly skilled,19592,11,own,business,good,0
16587,30,unskilled,9915,41,free,education,bad,1
16588,58,skilled,11292,25,rent,business,good,0
16589,19,unskilled,14807,56,own,business,bad,1
16590,67,unskilled,19408,10,own,furniture,good,0
16591,38,unemployed,8101,17,free,business,good,0
16592,50,highly skilled,1033,6,rent,furniture,good,0
16593,41,skilled,6429,44,own,car,bad,1
16594,61,skilled,8081,46,rent,car,bad,1
16595,59,highly skilled,8666,8,free,vacation,bad,1
16596,51,highly skilled,4826,47,free,business,good,0
16597,26,unemployed,15072,48,rent,furniture,good,0
16598,19,unemployed,17478,26,own,furniture,bad,1
16599,47,skilled,12797,7,free,business,good,0
16600,39,highly skilled,2631,37,free,business,bad,1
16601,63,unskilled,14258,34,free,car,good,0
16602,28,unskilled,7563,52,rent,education,good,0
16603,60,highly skilled,2425,33,free,car,good,0
16604,34,skilled,6275,38,free,furniture,good,0
16605,53,unskilled,11241,31,own,education,good,0
16606,30,unskilled,10586,20,own,business,good,0
16607,24,highly skilled,18971,50,free,business,good,0
16608,33,unemployed,12163,31,rent,business,good,0
16609,50,unskilled,2139,14,free,vacation,good,0
16610,62,unemployed,14658,26,rent,vacation,good,0
16611,18,unskilled,12659,25,rent,education,good,0
16612,28,skilled,3931,54,free,vacation,good,0
16613,23,unemployed,17593,32,rent,vacation,good,0
16614,37,skilled,7636,47,rent,car,bad,1
16615,52,unemployed,6883,6,own,business,good,0
16616,61,highly skilled,2487,14,rent,education,good,0
16617,54,highly skilled,6099,56,free,car,bad,1
16618,58,unskilled,13349,43,rent,education,good,0
16619,43,skilled,14992,25,rent,business,bad,1
16620,29,unemployed,10362,24,free,education,bad,1
16621,47,skilled,16084,49,free,education,good,0
16622,45,skilled,16621,16,free,vacation,good,0
16623,44,unskilled,10926,19,free,education,good,0
16624,59,highly skilled,11576,30,own,vacation,bad,1
16625,36,unemployed,11920,17,own,vacation,good,0
16626,22,unskilled,12202,50,rent,business,good,0
16627,22,skilled,19818,12,free,education,good,0
16628,58,highly skilled,19532,8,rent,vacation,bad,1
16629,44,highly skilled,8147,44,own,vacation,good,0
16630,45,unemployed,4625,21,rent,furniture,good,0
16631,43,highly skilled,15239,6,free,vacation,good,0
16632,44,skilled,5686,20,rent,vacation,bad,1
16633,69,highly skilled,10015,49,free,education,bad,1
16634,66,skilled,2091,16,free,business,good,0
16635,59,unemployed,16962,6,rent,business,bad,1
16636,38,skilled,5551,8,own,business,bad,1
16637,18,highly skilled,16028,27,free,education,good,0
16638,45,highly skilled,13633,48,rent,car,good,0
16639,65,unemployed,14619,11,free,vacation,good,0
16640,32,unemployed,11901,27,free,education,bad,1
16641,34,highly skilled,4356,50,free,furniture,good,0
16642,43,unemployed,6658,55,own,business,good,0
16643,37,skilled,14416,33,rent,education,good,0
16644,42,unskilled,2216,19,own,furniture,bad,1
16645,30,skilled,14293,51,own,furniture,good,0
16646,50,skilled,10684,37,rent,furniture,bad,1
16647,42,unemployed,11460,34,free,furniture,good,0
16648,25,unskilled,15925,10,free,education,good,0
16649,22,highly skilled,3353,49,free,car,good,0
16650,23,unemployed,3440,40,rent,education,good,0
16651,40,skilled,17743,16,rent,car,good,0
16652,69,unskilled,13534,6,rent,car,good,0
16653,47,unemployed,5244,53,rent,furniture,good,0
16654,31,skilled,3567,12,own,education,good,0
16655,40,skilled,16847,8,rent,vacation,good,0
16656,28,highly skilled,4809,27,own,vacation,bad,1
16657,48,highly skilled,6705,36,rent,vacation,good,0
16658,23,unskilled,16497,8,rent,education,good,0
16659,28,skilled,16193,22,rent,car,bad,1
16660,30,skilled,13395,23,rent,furniture,bad,1
16661,29,highly skilled,13109,20,free,vacation,good,0
16662,19,skilled,6970,58,own,vacation,good,0
16663,52,highly skilled,13400,43,own,business,good,0
16664,53,skilled,12802,40,rent,furniture,good,0
16665,34,highly skilled,6974,21,free,car,good,0
16666,45,highly skilled,15431,46,own,vacation,good,0
16667,45,unskilled,1829,35,rent,vacation,bad,1
16668,39,skilled,7708,40,own,vacation,good,0
16669,55,skilled,4655,57,free,car,bad,1
16670,24,highly skilled,2201,22,own,business,good,0
16671,32,skilled,15213,20,own,education,good,0
16672,49,highly skilled,15229,47,rent,vacation,bad,1
16673,28,unskilled,19283,55,own,education,good,0
16674,41,unskilled,12722,32,rent,car,bad,1
16675,20,highly skilled,13102,6,free,car,bad,1
16676,47,unemployed,13004,35,free,business,bad,1
16677,23,unskilled,12796,35,free,business,good,0
16678,19,skilled,18352,10,own,vacation,good,0
16679,31,highly skilled,19012,6,rent,furniture,bad,1
16680,58,highly skilled,7115,9,free,business,good,0
16681,35,unskilled,15398,16,rent,furniture,bad,1
16682,68,highly skilled,17312,18,own,education,good,0
16683,61,unskilled,9061,15,own,furniture,bad,1
16684,48,highly skilled,17244,49,own,vacation,good,0
16685,30,unskilled,2053,58,own,car,good,0
16686,43,skilled,6821,29,free,business,bad,1
16687,61,unemployed,5249,25,free,vacation,good,0
16688,29,unemployed,8637,23,free,car,good,0
16689,35,unemployed,2937,28,rent,car,good,0
16690,26,unemployed,1270,46,rent,education,good,0
16691,66,unskilled,6244,47,free,education,good,0
16692,38,highly skilled,8564,48,rent,education,good,0
16693,65,unemployed,5720,40,own,vacation,good,0
16694,66,highly skilled,640,49,free,business,good,0
16695,57,unskilled,9235,32,free,furniture,good,0
16696,60,unskilled,13708,20,free,business,good,0
16697,41,unemployed,7142,29,own,car,good,0
16698,51,skilled,10137,35,rent,vacation,good,0
16699,25,unemployed,12152,6,free,education,good,0
16700,61,highly skilled,1413,46,free,furniture,good,0
16701,50,unemployed,8085,8,rent,car,bad,1
16702,40,unskilled,14739,44,rent,business,bad,1
16703,30,unskilled,5193,29,rent,education,bad,1
16704,66,highly skilled,2705,37,free,furniture,good,0
16705,31,highly skilled,6649,9,rent,vacation,bad,1
16706,31,highly skilled,16054,39,own,car,bad,1
16707,33,unemployed,10797,6,own,vacation,good,0
16708,66,unemployed,9690,26,free,car,good,0
16709,55,skilled,14018,13,free,car,good,0
16710,56,highly skilled,6226,51,rent,business,good,0
16711,43,skilled,8177,17,own,vacation,bad,1
16712,43,skilled,9583,6,own,vacation,good,0
16713,18,unskilled,1456,27,free,car,good,0
16714,49,skilled,13617,19,rent,business,good,0
16715,32,unskilled,8506,30,own,vacation,good,0
16716,69,highly skilled,3478,33,free,furniture,good,0
16717,38,unskilled,7838,13,own,furniture,good,0
16718,35,highly skilled,14328,45,rent,vacation,bad,1
16719,47,unemployed,13939,42,free,business,bad,1
16720,30,skilled,2159,30,own,furniture,good,0
16721,41,highly skilled,9418,28,free,car,good,0
16722,47,unemployed,16791,49,free,vacation,bad,1
16723,19,unemployed,6391,42,own,furniture,good,0
16724,36,highly skilled,18352,46,rent,car,good,0
16725,64,unskilled,5877,21,rent,furniture,bad,1
16726,61,highly skilled,12888,9,free,education,good,0
16727,64,skilled,7201,43,own,furniture,good,0
16728,42,unemployed,1527,41,own,education,good,0
16729,67,unskilled,7406,38,own,car,good,0
16730,31,highly skilled,6063,50,rent,car,bad,1
16731,23,highly skilled,6179,50,own,business,good,0
16732,29,unemployed,5995,54,free,business,bad,1
16733,37,highly skilled,2039,35,free,car,good,0
16734,40,skilled,4134,50,rent,vacation,good,0
16735,47,unskilled,11780,16,own,vacation,bad,1
16736,47,skilled,19628,55,own,business,good,0
16737,55,unemployed,13768,52,rent,education,good,0
16738,47,unskilled,14783,18,own,furniture,bad,1
16739,58,unemployed,11386,49,free,business,good,0
16740,47,unemployed,15779,9,rent,education,good,0
16741,53,skilled,3407,29,own,car,good,0
16742,66,unskilled,13632,38,rent,car,good,0
16743,51,unemployed,2526,38,own,vacation,good,0
16744,33,skilled,6110,17,own,vacation,bad,1
16745,41,skilled,13972,26,own,vacation,good,0
16746,31,unskilled,3767,38,rent,furniture,good,0
16747,43,highly skilled,18035,51,own,car,good,0
16748,25,highly skilled,17323,38,own,education,bad,1
16749,31,unemployed,5606,14,free,education,good,0
16750,48,highly skilled,3655,36,rent,education,good,0
16751,19,unskilled,16217,35,free,furniture,good,0
16752,65,highly skilled,18236,21,rent,furniture,bad,1
16753,21,unskilled,7066,17,free,car,bad,1
16754,18,unemployed,6666,59,rent,business,good,0
16755,37,highly skilled,4990,53,rent,vacation,good,0
16756,31,unskilled,7746,14,own,furniture,good,0
16757,57,unskilled,8004,40,rent,furniture,good,0
16758,42,unskilled,14754,58,rent,vacation,good,0
16759,42,skilled,6886,48,own,furniture,good,0
16760,20,unemployed,10005,11,free,furniture,bad,1
16761,22,unskilled,9964,30,own,furniture,good,0
16762,55,skilled,10615,33,free,furniture,bad,1
16763,43,skilled,1855,28,own,furniture,good,0
16764,57,unskilled,19849,34,own,vacation,good,0
16765,55,unemployed,1764,27,free,furniture,good,0
16766,55,highly skilled,17814,29,rent,car,good,0
16767,21,skilled,9104,25,rent,vacation,good,0
16768,24,unskilled,2703,32,free,furniture,good,0
16769,47,unemployed,12765,44,rent,furniture,good,0
16770,47,unemployed,16162,38,rent,business,bad,1
16771,36,unskilled,13212,24,rent,education,good,0
16772,56,skilled,2564,31,rent,car,good,0
16773,52,highly skilled,2463,43,free,education,bad,1
16774,57,unemployed,13963,8,free,education,good,0
16775,50,highly skilled,13865,28,own,vacation,bad,1
16776,50,unemployed,15547,50,free,business,bad,1
16777,31,unemployed,19946,32,own,business,good,0
16778,55,unemployed,9564,32,free,education,good,0
16779,27,skilled,6990,15,free,furniture,good,0
16780,45,skilled,9512,29,own,car,bad,1
16781,31,unskilled,17519,54,free,furniture,bad,1
16782,53,highly skilled,13191,57,rent,education,good,0
16783,55,highly skilled,16543,42,rent,furniture,bad,1
16784,33,unskilled,7473,46,free,business,bad,1
16785,38,skilled,5767,7,own,car,good,0
16786,45,highly skilled,12711,39,rent,furniture,bad,1
16787,50,unskilled,11394,27,free,car,good,0
16788,23,unemployed,8688,54,free,vacation,bad,1
16789,58,highly skilled,7219,55,free,education,good,0
16790,32,skilled,15345,7,free,business,good,0
16791,61,highly skilled,2455,33,own,furniture,bad,1
16792,20,unemployed,13975,46,own,education,good,0
16793,60,skilled,846,45,own,furniture,bad,1
16794,64,skilled,8913,47,own,vacation,good,0
16795,52,unskilled,7790,29,own,business,good,0
16796,31,skilled,8656,43,free,car,good,0
16797,19,unskilled,7107,45,rent,education,bad,1
16798,46,skilled,13209,27,own,car,good,0
16799,21,unemployed,1479,8,own,vacation,good,0
16800,43,unemployed,6688,47,rent,car,good,0
16801,68,unemployed,4785,42,own,car,good,0
16802,29,unemployed,2248,7,free,car,bad,1
16803,19,unemployed,9925,28,own,education,bad,1
16804,34,highly skilled,15452,18,rent,furniture,good,0
16805,52,unemployed,3435,20,rent,furniture,bad,1
16806,27,skilled,11346,38,own,business,good,0
16807,65,unskilled,10763,50,free,vacation,good,0
16808,39,highly skilled,12537,58,rent,vacation,bad,1
16809,58,skilled,3953,18,free,car,good,0
16810,60,unemployed,16353,25,rent,vacation,bad,1
16811,38,unemployed,2530,12,own,furniture,good,0
16812,32,skilled,7143,18,own,business,bad,1
16813,52,highly skilled,7128,44,rent,vacation,good,0
16814,65,unskilled,17525,9,free,vacation,bad,1
16815,38,unskilled,13325,51,free,business,good,0
16816,38,unskilled,15903,32,own,education,good,0
16817,38,unskilled,5592,37,free,vacation,good,0
16818,61,unemployed,12276,7,rent,vacation,good,0
16819,49,highly skilled,7892,20,rent,business,bad,1
16820,22,unemployed,17662,10,rent,car,good,0
16821,56,highly skilled,9105,8,rent,business,good,0
16822,26,unskilled,4942,21,free,furniture,good,0
16823,35,skilled,14942,54,rent,vacation,good,0
16824,38,skilled,12693,31,own,education,bad,1
16825,25,unemployed,18106,11,own,education,good,0
16826,61,skilled,4314,40,rent,car,good,0
16827,69,unemployed,13393,43,own,business,good,0
16828,51,unemployed,4982,25,own,education,bad,1
16829,27,highly skilled,2648,27,own,education,bad,1
16830,68,unskilled,9168,26,own,education,good,0
16831,58,unskilled,4246,37,own,vacation,bad,1
16832,41,unskilled,15469,6,own,education,bad,1
16833,57,unskilled,5870,53,free,car,bad,1
16834,41,highly skilled,8497,28,rent,education,good,0
16835,49,unskilled,2011,23,own,car,good,0
16836,50,unskilled,8288,22,rent,furniture,good,0
16837,55,skilled,19497,42,rent,furniture,bad,1
16838,61,unskilled,14293,36,own,furniture,good,0
16839,68,unskilled,16352,34,free,furniture,good,0
16840,66,unemployed,3011,59,rent,furniture,bad,1
16841,51,unemployed,8247,18,free,business,bad,1
16842,28,unskilled,19648,7,own,car,bad,1
16843,48,unemployed,8415,14,free,business,bad,1
16844,35,skilled,17281,37,rent,business,bad,1
16845,40,skilled,10705,27,rent,education,good,0
16846,39,skilled,1722,47,rent,car,good,0
16847,60,highly skilled,10028,23,free,business,good,0
16848,35,skilled,13817,23,own,vacation,good,0
16849,57,unskilled,16772,24,free,vacation,good,0
16850,64,skilled,14080,50,rent,furniture,bad,1
16851,58,skilled,11310,43,rent,education,good,0
16852,64,skilled,8429,36,own,education,bad,1
16853,56,skilled,9835,34,free,furniture,good,0
16854,37,unemployed,17421,29,rent,education,good,0
16855,30,skilled,7187,38,rent,business,good,0
16856,62,skilled,5547,55,own,education,bad,1
16857,18,unemployed,9142,24,free,car,good,0
16858,69,unemployed,18302,21,free,education,bad,1
16859,21,highly skilled,19817,56,own,business,bad,1
16860,41,unskilled,11181,37,own,education,bad,1
16861,53,highly skilled,11893,26,rent,education,bad,1
16862,53,unemployed,1758,35,free,business,good,0
16863,62,unemployed,12215,12,own,furniture,good,0
16864,19,unemployed,3620,43,own,business,good,0
16865,45,highly skilled,7012,17,rent,car,good,0
16866,43,skilled,9096,33,rent,vacation,good,0
16867,40,unskilled,15968,19,own,education,good,0
16868,32,unskilled,19830,12,own,vacation,good,0
16869,53,skilled,14365,22,rent,business,good,0
16870,44,unskilled,6307,28,free,education,good,0
16871,23,skilled,1639,18,free,education,good,0
16872,52,highly skilled,9362,25,rent,vacation,good,0
16873,56,unemployed,2161,10,free,car,good,0
16874,55,skilled,17268,11,free,education,good,0
16875,52,skilled,2122,18,own,vacation,bad,1
16876,53,unemployed,6247,47,free,business,good,0
16877,27,unemployed,7146,8,own,vacation,good,0
16878,47,unskilled,4798,58,free,vacation,good,0
16879,58,skilled,17582,36,rent,furniture,bad,1
16880,55,unemployed,5168,8,free,vacation,good,0
16881,46,unskilled,2257,13,own,car,good,0
16882,69,highly skilled,15583,12,rent,vacation,bad,1
16883,60,skilled,12505,55,own,education,bad,1
16884,56,highly skilled,18107,51,rent,furniture,good,0
16885,67,unemployed,14011,12,rent,furniture,good,0
16886,21,unemployed,16923,16,free,furniture,good,0
16887,22,skilled,15803,29,free,education,good,0
16888,21,highly skilled,19778,26,own,vacation,bad,1
16889,53,unemployed,10305,25,rent,vacation,bad,1
16890,62,skilled,6233,34,own,education,good,0
16891,33,skilled,10173,47,free,vacation,good,0
16892,42,skilled,13032,15,rent,education,good,0
16893,31,unemployed,8590,54,own,car,bad,1
16894,28,unemployed,10587,21,own,vacation,good,0
16895,46,skilled,14061,15,rent,car,good,0
16896,51,unskilled,19825,43,free,education,good,0
16897,39,skilled,982,38,rent,vacation,bad,1
16898,31,skilled,13207,10,free,furniture,good,0
16899,41,skilled,6120,17,own,vacation,bad,1
16900,56,unskilled,792,13,own,furniture,good,0
16901,43,highly skilled,16351,11,rent,vacation,bad,1
16902,60,unemployed,4492,28,own,education,good,0
16903,53,unemployed,11727,53,rent,furniture,good,0
16904,56,highly skilled,9195,47,own,vacation,bad,1
16905,33,skilled,11205,8,own,business,good,0
16906,55,skilled,8493,43,rent,furniture,good,0
16907,49,unemployed,602,34,own,car,bad,1
16908,23,skilled,6134,39,rent,furniture,good,0
16909,51,highly skilled,13496,9,free,vacation,good,0
16910,25,unemployed,14785,12,rent,education,good,0
16911,47,unskilled,4252,26,own,furniture,good,0
16912,44,skilled,3923,49,own,education,bad,1
16913,24,highly skilled,16541,15,rent,furniture,good,0
16914,44,unemployed,7481,37,own,furniture,bad,1
16915,42,unemployed,5073,30,rent,education,bad,1
16916,63,unskilled,14329,18,free,car,good,0
16917,58,skilled,16757,26,rent,education,good,0
16918,32,unskilled,3725,24,free,car,good,0
16919,42,highly skilled,18979,13,free,car,good,0
